5 #m
5 #n
0 s0 0 0 0.241900653691 0.241900653691 0.241900653691 2 0 0 1 0 0 1 1 0.740319014646 2 1 0.259680985354
0 s0 1 1 0.103962258915 0.103962258915 0.103962258915 2 0 0 1 0 0.18834386425 1 1 0.81165613575 2 1 0
0 s0 2 2 0.334468321343 0.334468321343 0.334468321343 2 0 0 1 0 0 1 1 1.0 2 1 0
0 s0 3 3 0.129840492677 0.129840492677 0.129840492677 2 0 0 1 0 0 1 1 1.0 2 1 0
0 s0 4 4 0.143187527995 0.143187527995 0.143187527995 2 0 0.28637505599 1 0 0 1 1 0.71362494401 2 1 0
1 s1 0 0 0.362137188682 0.362137188682 0.362137188682 2 0 0 1 0 0 1 1 0.676779230117 2 1 0.323220769883
1 s1 1 1 0.15778436904 0.15778436904 0.15778436904 2 0 0 1 0 0.27256261746 1 1 0.72743738254 2 1 0
1 s1 2 2 0.34577988269 0.34577988269 0.34577988269 2 0 0 1 0 0 1 1 1.0 2 1 0
1 s1 3 3 0.126413700547 0.126413700547 0.126413700547 2 0 0 1 0 0 1 1 1.0 2 1 0
1 s1 4 4 0.0867279484849 0.0867279484849 0.0867279484849 2 0 0.17345589697 1 0 0 1 1 0.82654410303 2 1 0
2 s2 0 0 0.444035446052 0.444035446052 0.444035446052 2 0 0 1 0 0 1 1 0.709880291934 2 1 0.290119708066
2 s2 1 1 0.137043874504 0.137043874504 0.137043874504 2 0 0 1 0 0.241052922542 1 1 0.758947077458 2 1 0
2 s2 2 2 0.363387309009 0.363387309009 0.363387309009 2 0 0 1 0 0 1 1 1.0 2 1 0
2 s2 3 3 0.0960381284581 0.0960381284581 0.0960381284581 2 0 0 1 0 0 1 1 0.965273470371 2 1 0.0347265296286
2 s2 4 4 0.0 0.0 0.0 2 0 0 1 0 0 1 1 1.0 2 1 0
3 s3 0 0 0.408361623468 0.408361623468 0.408361623468 2 0 0 1 0 0 1 1 0.545228496231 2 1 0.454771503769
3 s3 1 1 0.0316586074702 0.0316586074702 0.0316586074702 2 0 0 1 0 0.262829208654 1 1 0.737170791346 2 1 0
3 s3 2 2 0.318807989905 0.318807989905 0.318807989905 2 0 0 1 0 0 1 1 1.0 2 1 0
3 s3 3 3 0.0 0.0 0.0 2 0 0 1 0 0 1 1 1.0 2 1 0
3 s3 4 4 0.0449765035281 0.0449765035281 0.0449765035281 2 0 0.0899530070563 1 0 0 1 1 0.910046992944 2 1 0
4 s4 0 0 0.424616334593 0.424616334593 0.424616334593 2 0 0 1 0 0 1 1 0.460935968912 2 1 0.539064031088
4 s4 1 1 0.0 0.0 0.0 2 0 0 1 0 0.11788430089 1 1 0.88211569911 2 1 0
4 s4 2 2 0.383191159551 0.383191159551 0.383191159551 2 0 0 1 0 0 1 1 1.0 2 1 0
4 s4 3 3 0.260090190482 0.260090190482 0.260090190482 2 0 0 1 0 0 1 1 0.92739576187 2 1 0.0726042381302
4 s4 4 4 0.0341822189029 0.0341822189029 0.0341822189029 2 0 0.0683644378059 1 0 0 1 1 0.931635562194 2 1 0
