5 #m
5 #n
0 s0 0 0 0.0 0.0 0.0 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
0 s0 1 1 0.170674819805 0.170674819805 0.170674819805 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0.291583652296 1 1 0.708416347704
0 s0 2 2 0.00650129508399 0.00650129508399 0.00650129508399 3 2 0.275545115055 3 3 0 2 1 0 2 0 0 1 0 0 1 1 0.724454884945
0 s0 3 3 0.163143547612 0.163143547612 0.163143547612 3 2 0.0993831287679 3 3 0 2 1 0 2 0 0 1 0 0 1 1 0.900616871232
0 s0 4 4 0.289466848868 0.289466848868 0.289466848868 3 2 0 3 3 0.291583652296 2 1 0 2 0 0.333381597191 1 0 0 1 1 0.375034750513
1 s1 0 0 0.0643707153234 0.0643707153234 0.0643707153234 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
1 s1 1 1 0.288770883303 0.288770883303 0.288770883303 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0.439350942161 1 1 0.560649057839
1 s1 2 2 0.0 0.0 0.0 3 2 0.199067693513 3 3 0 2 1 0 2 0 0 1 0 0 1 1 0.800932306487
1 s1 3 3 0.0962554663601 0.0962554663601 0.0962554663601 3 2 0 3 3 0 2 1 0.199067693513 2 0 0 1 0 0 1 1 0.800932306487
1 s1 4 4 0.277382427553 0.277382427553 0.277382427553 3 2 0 3 3 0.478425197726 2 1 0 2 0 0.128741430647 1 0 0 1 1 0.392833371627
2 s2 0 0 0.0422308747807 0.0422308747807 0.0422308747807 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
2 s2 1 1 0.117973491259 0.117973491259 0.117973491259 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0.121177407797 1 1 0.878822592203
2 s2 2 2 0.108844924283 0.108844924283 0.108844924283 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
2 s2 3 3 0.0 0.0 0.0 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
2 s2 4 4 0.402368598946 0.402368598946 0.402368598946 3 2 0 3 3 0.221651260659 2 1 0 2 0 0.718176705398 1 0 0 1 1 0.0601720339428
3 s3 0 0 0.082415521242 0.082415521242 0.082415521242 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
3 s3 1 1 0.0128681517496 0.0128681517496 0.0128681517496 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0.0254093323545 1 1 0.974590667645
3 s3 2 2 0.189330693576 0.189330693576 0.189330693576 3 2 0.200462122194 3 3 0 2 1 0 2 0 0 1 0 0 1 1 0.799537877806
3 s3 3 3 0.123660050567 0.123660050567 0.123660050567 3 2 0.0744936412851 3 3 0 2 1 0 2 0 0 1 0 0 1 1 0.925506358715
3 s3 4 4 0.336962035421 0.336962035421 0.336962035421 3 2 0 3 3 0.0254093323545 2 1 0 2 0 0.657353327529 1 0 0 1 1 0.317237340117
4 s4 0 0 0.117937953462 0.117937953462 0.117937953462 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
4 s4 1 1 0.202736395369 0.202736395369 0.202736395369 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0.12771701896 1 1 0.87228298104
4 s4 2 2 0.068794805541 0.068794805541 0.068794805541 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
4 s4 3 3 0.0 0.0 0.0 3 2 0 3 3 0 2 1 0 2 0 0 1 0 0 1 1 1.0
4 s4 4 4 0.324307431592 0.324307431592 0.324307431592 3 2 0 3 3 0.391521035398 2 1 0 2 0 0.373465518006 1 0 0 1 1 0.235013446596
