10 #m
5 #n
0 s0 0 c0 0.163393639649 0.195721925134 0.231205992545 3 0 0 1 0 0 1 1 0.580319251587 2 1 0 3 3 0.419680748413
0 s0 1 c1 0.0773382769495 0.100831600832 0.128373465828 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
0 s0 2 c2 0.22188848637 0.257172131148 0.294863110093 3 0 0 1 0 0.29018365934 1 1 0.70981634066 2 1 0 3 3 0
0 s0 3 c3 0.0237971849661 0.0374384236453 0.0555882425479 3 0 0.118281237828 1 0 0 1 1 0.881718762172 2 1 0 3 3 0
0 s0 4 c4 0.0568378173541 0.0773195876289 0.102066615314 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
1 s1 0 c0 0.12530987212 0.152884615385 0.183699730946 3 0 0 1 0 0 1 1 0.799981560226 2 1 0 3 3 0.200018439774
1 s1 1 c1 0.129605421695 0.157640232108 0.188888867292 3 0 0 1 0 0 1 1 0.81969637851 2 1 0.18030362149 3 3 0
1 s1 2 c2 0.289954819793 0.328220858896 0.368184191159 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
1 s1 3 c3 0.0393672683724 0.0564356435644 0.0778196778862 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
1 s1 4 c4 0.0189613802113 0.03125 0.0480820709764 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
2 s2 0 c0 0.0827450777796 0.106361829026 0.133792305092 3 0 0 1 0 0 1 1 0.849753196547 2 1 0 3 3 0.150246803453
2 s2 1 c1 0.389008534218 0.429429429429 0.470532258311 3 0 0 1 0 0 1 1 0.479065874916 2 1 0.520934125084 3 3 0
2 s2 2 c2 0.0485931699901 0.0678496868476 0.0915302447722 3 0 0 1 0 0.0219678926257 1 1 0.978032107374 2 1 0 3 3 0
2 s2 3 c3 0.0499020773067 0.0692864529473 0.0930373073377 3 0 0.0402944087825 1 0 0 1 1 0.959705591217 2 1 0 3 3 0
2 s2 4 c4 0.0726702828239 0.0953846153846 0.122150059487 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
3 s3 0 c0 0.251262150888 0.287575150301 0.325946035981 3 0 0 1 0 0 1 1 0.484860797112 2 1 0 3 3 0.515139202888
3 s3 1 c1 0.342669957115 0.381944444444 0.422349817916 3 0 0 1 0 0 1 1 0.888731585399 2 1 0.111268414601 3 3 0
3 s3 2 c2 0.246285432178 0.282786885246 0.32144056015 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
3 s3 3 c3 0.224337633381 0.259713701431 0.297466861189 3 0 0.0913846092199 1 0 0 1 1 0.90861539078 2 1 0 3 3 0
3 s3 4 c4 0.0574901004252 0.0780287474333 0.102807286355 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
4 s4 0 c0 0.0794366700563 0.102956167176 0.130422892882 3 0 0 1 0 0 1 1 0.891158980779 2 1 0 3 3 0.108841019221
4 s4 1 c1 0.133385748313 0.162576687117 0.195117180283 3 0 0 1 0 0 1 1 0.922810322313 2 1 0.0771896776867 3 3 0
4 s4 2 c2 0.0473858460489 0.066 0.0888698136902 3 0 0 1 0 0.193007569956 1 1 0.806992430044 2 1 0 3 3 0
4 s4 3 c3 0.00487984740727 0.011811023622 0.0236228366092 3 0 0.0649905548335 1 0 0 1 1 0.935009445166 2 1 0 3 3 0
4 s4 4 c4 0.174319007657 0.207150368034 0.242966195877 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
5 s5 0 c0 0.262507400972 0.298828125 0.33704754147 3 0 0 1 0 0 1 1 0.247293372116 2 1 0 3 3 0.752706627884
