10 #m
5 #n
0 s0 0 c0 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
0 s0 1 c1 0.0639042676579 0.0852791878173 0.110769375464 3 2 0 3 3 0.485525947785 3 0 0 2 1 0 2 0 0 1 1 0.514474052215
0 s0 2 c2 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.135603533075 1 1 0.864396466925
0 s0 3 c3 0.13189756646 0.159340659341 0.189810093522 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
0 s0 4 c4 0.054346810717 0.0739644970414 0.0976949320651 3 2 0.0244567850905 3 3 0 3 0 0 2 1 0.156805805943 2 0 0 1 1 0.818737408967
1 s1 0 c0 0.0240606775961 0.0376084860174 0.0555656698468 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
1 s1 1 c1 0 0.0 0 3 2 0 3 3 0.438736265536 3 0 0 2 1 0 2 0 0 1 1 0.561263734464
1 s1 2 c2 0.192712730699 0.226473629783 0.262973861721 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.0139108608267 1 1 0.986089139173
1 s1 3 c3 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
1 s1 4 c4 0.0881711300366 0.112195121951 0.139903844007 3 2 0.107646726871 3 3 0 3 0 0 2 1 0.262776582055 2 0 0 1 1 0.629576691074
2 s2 0 c0 0.0288837380914 0.0436046511628 0.0626879545678 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
2 s2 1 c1 0.0132406578789 0.0238568588469 0.0391986081297 3 2 0 3 3 0.254574802976 3 0 0 2 1 0 2 0 0 1 1 0.745425197024
2 s2 2 c2 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.229484164986 1 1 0.770515835014
2 s2 3 c3 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
2 s2 4 c4 0.00150196571929 0.00585365853659 0.015205870133 3 2 0 3 3 0 3 0 0 2 1 0.157094523197 2 0 0 1 1 0.842905476803
3 s3 0 c0 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
3 s3 1 c1 0 0.0 0 3 2 0 3 3 0.270993878897 3 0 0 2 1 0 2 0 0 1 1 0.729006121103
3 s3 2 c2 0.0174139336546 0.0295315682281 0.0464133479041 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.492000626869 1 1 0.507999373131
3 s3 3 c3 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
3 s3 4 c4 0.011834725161 0.021978021978 0.0368983936184 3 2 0.120194803788 3 3 0 3 0 0 2 1 0.0572245036789 2 0 0 1 1 0.822580692533
4 s4 0 c0 0.00153958011112 0.006 0.0155841787898 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
4 s4 1 c1 0.00248708208454 0.00772200772201 0.0178412440285 3 2 0 3 3 0.327188164506 3 0 0.211559465647 2 1 0 2 0 0 1 1 0.461252369847
4 s4 2 c2 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.394039901464 1 1 0.605960098536
