10 #m
5 #n
0 s0 0 0 0.142473872086 0.187224669604 0.238701933136 3 0 0 1 0 0 1 1 0.661999847888 2 1 0 3 3 0.338000152112
0 s0 1 1 0.117374331139 0.157894736842 0.205457878461 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
0 s0 2 2 0.138036218399 0.177737881508 0.223080543202 3 0 0 1 0 0.125655268794 1 1 0.874344731206 2 1 0 3 3 0
0 s0 3 3 0 0.0 0 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
0 s0 4 4 0.0401613722693 0.0652173913043 0.0987840265699 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
1 s1 0 0 0.240012238076 0.292275574113 0.348753747749 3 0 0 1 0 0 1 1 0.223826074144 2 1 0 3 3 0.776173925856
1 s1 1 1 0.0131445144459 0.0284090909091 0.0526770874989 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
1 s1 2 2 0.3345950838 0.391038696538 0.449635163419 3 0 0 1 0 0.18030362149 1 1 0.81969637851 2 1 0 3 3 0
1 s1 3 3 0.0295509833977 0.0515873015873 0.082477336929 3 0 0.486822206848 1 0 0 1 1 0.513177793152 2 1 0 3 3 0
1 s1 4 4 0 0.0 0 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
2 s2 0 0 0.26310370769 0.315068493151 0.370547127826 3 0 0 1 0 0 1 1 0.328819071463 2 1 0 3 3 0.671180928537
2 s2 1 1 0.0558217249962 0.0841300191205 0.120275083715 3 0 0 1 0 0 1 1 0.959705591217 2 1 0.0402944087825 3 3 0
2 s2 2 2 0.0811029886297 0.114851485149 0.156084109613 3 0 0 1 0 0.520934125084 1 1 0.479065874916 2 1 0 3 3 0
2 s2 3 3 0 0.0 0 3 0 0.0219678926257 1 0 0 1 1 0.978032107374 2 1 0 3 3 0
2 s2 4 4 0 0.0 0 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
3 s3 0 0 0.129837756619 0.172866520788 0.222890255581 3 0 0 1 0 0 1 1 0.767826201346 2 1 0 3 3 0.232173798654
3 s3 1 1 0.0469325565279 0.0738522954092 0.109179051029 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
3 s3 2 2 0.317136943279 0.371595330739 0.428476966362 3 0 0 1 0 0.0913846092199 1 1 0.90861539078 2 1 0 3 3 0
3 s3 3 3 0.00143072996037 0.00849256900212 0.0264961002238 3 0 0.111268414601 1 0 0 1 1 0.888731585399 2 1 0 3 3 0
3 s3 4 4 0 0.0 0 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
4 s4 0 0 0.133713452016 0.175983436853 0.224803843202 3 0 0 1 0 0 1 1 0.717088035164 2 1 0 3 3 0.282911964836
4 s4 1 1 0.0524445461123 0.0803921568627 0.116457580971 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
4 s4 2 2 0.0251235006554 0.0464135021097 0.0772584361179 3 0 0 1 0 0.205722287149 1 1 0.794277712851 2 1 0 3 3 0
4 s4 3 3 0 0.0 0 3 0 0.0771896776867 1 0 0 1 1 0.922810322313 2 1 0 3 3 0
4 s4 4 4 0.0172571218725 0.0352697095436 0.0629680284451 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
5 s5 0 0 0.138962157906 0.181818181818 0.231090916171 3 0 0 1 0 0 1 1 0.691043999038 2 1 0 3 3 0.308956000962
5 s5 1 1 0.00143684637045 0.00852878464819 0.0266080538629 3 0 0 1 0 0 1 1 1.0 2 1 0 3 3 0
5 s5 2 2 0.0440926630071 0.0704225352113 0.10530365259 3 0 0 1 0 0.165862153525 1 1 0.834137846475 2 1 0 3 3 0
5 s5 3 3 0 0.0 0 3 0 0.0627852522614 1 0 0 1 1 0.937214747739 2 1 0 3 3 0
