2 #m
5 #n
0 s0 0 0 0.1364233441 0.177734375 0.225187238381 3 2 0 3 3 0 3 0 0 2 1 0.0446761651003 2 0 0 1 1 0.9553238349
0 s0 1 1 0.0277841706839 0.0497925311203 0.0811101180385 3 2 0 3 3 0.688804858162 3 0 0 2 1 0 2 0 0 1 1 0.311195141838
0 s0 2 2 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.0200561453991 1 1 0.979943854601
0 s0 3 3 0.0403227016713 0.0654761904762 0.0991688832975 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
0 s0 4 4 0 0.0 0 3 2 0.249515629305 3 3 0 3 0 0 2 1 0 2 0 0 1 1 0.750484370695
1 s1 0 0 0 0.0 0 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
1 s1 1 1 0 0.0 0 3 2 0 3 3 0.696839693344 3 0 0.0169899378814 2 1 0 2 0 0 1 1 0.286170368775
1 s1 2 2 0.0422550112846 0.0670391061453 0.0997974503452 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0.0704585832606 1 1 0.929541416739
1 s1 3 3 0.0014276912413 0.00847457627119 0.0264404759307 3 2 0 3 3 0 3 0 0 2 1 0 2 0 0 1 1 1.0
1 s1 4 4 0.119217335276 0.15873015873 0.204859790855 3 2 0 3 3 0 3 0 0 2 1 0.581624509143 2 0 0 1 1 0.418375490857
