10 #m
5 #n
0 s0 0 0 0.359275437656 0.417910447761 0.47824358945 2 0 0 1 1 1.0
0 s0 1 1 0.301388296668 0.356275303644 0.413985872527 2 0 0.320301631842 1 1 0.679698368158
0 s0 2 2 0.0648415888703 0.0961145194274 0.135517517768 2 0 0 1 1 1.0
0 s0 3 3 0.0477447229402 0.0756302521008 0.112330434161 2 0 0 1 1 1.0
0 s0 4 4 0.137896940212 0.179337231969 0.226876184443 2 0 0.214469184626 1 1 0.785530815374
1 s1 0 0 0.41249633077 0.472340425532 0.53275531057 2 0 0 1 1 1.0
1 s1 1 1 0.146678526795 0.190476190476 0.240525851329 2 0 0.168622691306 1 1 0.831377308694
1 s1 2 2 0.021540442738 0.0412371134021 0.0703996734488 2 0 0 1 1 1.0
1 s1 3 3 0.00741383111484 0.0198412698413 0.0419773080853 2 0 0 1 1 1.0
1 s1 4 4 0.420973202917 0.480249480249 0.53992394418 2 0 0.493581802792 1 1 0.506418197208
2 s2 0 0 0.395916382633 0.452611218569 0.510194562879 2 0 0 1 1 1.0
2 s2 1 1 0.0269136726155 0.0489361702128 0.0805316987804 2 0 0.0617837316647 1 1 0.938216268335
2 s2 2 2 0.0573540669662 0.0873180873181 0.125742508458 2 0 0 1 1 1.0
2 s2 3 3 0.0192969016837 0.0376984126984 0.0652913899728 2 0 0 1 1 1.0
2 s2 4 4 0.10934092324 0.147001934236 0.191339452187 2 0 0.124154363624 1 1 0.875845636376
3 s3 0 0 0.276686525962 0.33 0.386614270952 2 0 0.0204436085666 1 1 0.979556391433
3 s3 1 1 0 0.0 0 2 0 0 1 1 1.0
3 s3 2 2 0.0164649994768 0.0336633663366 0.0601398211505 2 0 0 1 1 1.0
3 s3 3 3 0.117864725371 0.15667311412 0.20197011192 2 0 0 1 1 1.0
3 s3 4 4 0.372095398606 0.429735234216 0.488762906503 2 0 0.448920573085 1 1 0.551079426915
4 s4 0 0 0.251989113693 0.306345733042 0.364820983757 2 0 0.222485655522 1 1 0.777514344478
4 s4 1 1 0.210778551092 0.259332023576 0.312482942152 2 0 0.313601267829 1 1 0.686398732171
4 s4 2 2 0 0.0 0 2 0 0 1 1 1.0
4 s4 3 3 0 0.0 0 2 0 0 1 1 1.0
4 s4 4 4 0.217185381496 0.267634854772 0.322772701214 2 0 0.231950689049 1 1 0.768049310951
5 s5 0 0 0.152919128507 0.196428571429 0.245810057467 2 0 0.372604497612 1 1 0.627395502388
5 s5 1 1 0 0.0 0 2 0 0 1 1 1.0
5 s5 2 2 0.0836799568927 0.116666666667 0.156612336071 2 0 0 1 1 1.0
5 s5 3 3 0.0511263129302 0.0798319327731 0.117256568426 2 0 0 1 1 1.0
5 s5 4 4 0.00294277919144 0.0114503816794 0.0296103745352 2 0 0.0161064538002 1 1 0.9838935462
6 s6 0 0 0.178185885774 0.224948875256 0.277189642578 2 0 0.358284719453 1 1 0.641715280547
6 s6 1 1 0.0115041878524 0.0256880733945 0.0486614749608 2 0 0.0183150813621 1 1 0.981684918638
6 s6 2 2 0.120933933251 0.160965794769 0.207663557222 2 0 0 1 1 1.0
6 s6 3 3 0.0112553345392 0.0260521042084 0.0504571375968 2 0 0 1 1 1.0
6 s6 4 4 0.0911106757034 0.126482213439 0.169087665699 2 0 0.109381011209 1 1 0.890618988791
7 s7 0 0 0.225449261368 0.27392120075 0.326514158959 2 0 0.0915683399637 1 1 0.908431660036
7 s7 1 1 0.038526702945 0.0631163708087 0.0962459208334 2 0 0.0771891142649 1 1 0.922810885735
7 s7 2 2 0.23198479217 0.280669144981 0.333313361841 2 0 0 1 1 1.0
7 s7 3 3 0.10450409281 0.141221374046 0.184636205789 2 0 0 1 1 1.0
7 s7 4 4 0 0.0 0 2 0 0 1 1 1.0
8 s8 0 0 0.162995395063 0.206963249516 0.256452674757 2 0 0.281590041188 1 1 0.718409958812
8 s8 1 1 0.0306326017339 0.0528375733855 0.083744237117 2 0 0.0562458221408 1 1 0.943754177859
8 s8 2 2 0.0624945260659 0.0931174089069 0.131850781613 2 0 0 1 1 1.0
8 s8 3 3 0.0606941972832 0.0909090909091 0.129264944152 2 0 0 1 1 1.0
8 s8 4 4 0.0984190457788 0.135353535354 0.17950234637 2 0 0.128105549798 1 1 0.871894450202
9 s9 0 0 0.285427656387 0.337760910816 0.393081329405 2 0 0.264761984047 1 1 0.735238015953
9 s9 1 1 0.0626391573809 0.0924855491329 0.130059464268 2 0 0.113763381569 1 1 0.886236618431
9 s9 2 2 0.0260102530857 0.0480349344978 0.0799117955649 2 0 0 1 1 1.0
9 s9 3 3 0 0.0 0 2 0 0 1 1 1.0
9 s9 4 4 0.350507768629 0.406746031746 0.464778682461 2 0 0.391811055968 1 1 0.608188944032
